country,country_code,year,oda_received
Indonesia,IDN,2014,-282844749.194716
IDA only,IDX,2014,35386310111.9325
India,IND,2014,1932242817.42889
"Iran, Islamic Rep.",IRN,2014,53211152.9354006
Iraq,IRQ,2014,1212530369.65989
Jamaica,JAM,2014,75625072.5314022
Jordan,JOR,2014,1695148346.95682
Kazakhstan,KAZ,2014,31230131.9995895
Kenya,KEN,2014,1802732909.0368
Kyrgyz Republic,KGZ,2014,215883238.156093
Cambodia,KHM,2014,600131883.548922
Kiribati,KIR,2014,56721056.4166308
Latin America & Caribbean (excluding high income),LAC,2014,6762035565.14738
Lao PDR,LAO,2014,328934335.89302
Lebanon,LBN,2014,706123635.944619
Liberia,LBR,2014,529227729.026228
Libya,LBY,2014,140143889.764324
St. Lucia,LCA,2014,6110866.03626609
Latin America & Caribbean,LCN,2014,6762035565.14738
Least developed countries: UN classification,LDC,2014,30735100080.8962
Low income,LIC,2014,20552565565.2876
Sri Lanka,LKA,2014,325465554.185677
Lower middle income,LMC,2014,31456571521.2517
Low & middle income,LMY,2014,108686253586.531
Lesotho,LSO,2014,58066803.5559356
Late-demographic dividend,LTE,2014,11177460036.8906
Morocco,MAR,2014,1586280324.77573
Moldova,MDA,2014,420771685.155109
Madagascar,MDG,2014,336256584.573537
Maldives,MDV,2014,17477701.6481385
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2014,17990690814.8557
Mexico,MEX,2014,750962131.766108
Marshall Islands,MHL,2014,57410684.9931413
Middle income,MIC,2014,47808384646.6541
North Macedonia,MKD,2014,196308790.235781
Mali,MLI,2014,987124500.911683
Myanmar,MMR,2014,1229080198.70892
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2014,17990690814.8557
Montenegro,MNE,2014,94234341.0737813
Mongolia,MNG,2014,230519651.653245
Mozambique,MOZ,2014,1507440009.35555
Mauritania,MRT,2014,137798272.977583
Mauritius,MUS,2014,66866334.5410023
Malawi,MWI,2014,587464519.66837
Malaysia,MYS,2014,-6955983.93445831
North America,NAC,2014,0.0
Namibia,NAM,2014,200155669.400468
Niger,NER,2014,576438301.097602
Nigeria,NGA,2014,1177888361.66525
Nicaragua,NIC,2014,193206903.06928
Nepal,NPL,2014,577932688.908186
Nauru,NRU,2014,19564045.6285328
OECD members,OED,2014,5601930059.83905
Other small states,OSS,2014,1452759992.84163
Pakistan,PAK,2014,1921828087.73965
Panama,PAN,2014,-203006940.372812
Peru,PER,2014,304838488.353417
Philippines,PHL,2014,702134638.061747
Palau,PLW,2014,22957210.6881533
Papua New Guinea,PNG,2014,478626776.909456
Pre-demographic dividend,PRE,2014,27135580002.835
"Korea, Dem. People's Rep.",PRK,2014,52139636.8891001
Paraguay,PRY,2014,14487628.4804195
West Bank and Gaza,PSE,2014,1886486869.50281
Pacific island small states,PSS,2014,799810001.734644
Post-demographic dividend,PST,2014,2037439996.9168
Rwanda,RWA,2014,567297578.049823
South Asia,SAS,2014,4465175212.2201
Sudan,SDN,2014,634677306.622267
Senegal,SEN,2014,886745314.905419
Solomon Islands,SLB,2014,188468187.170103
Sierra Leone,SLE,2014,602073021.311313
El Salvador,SLV,2014,110673623.708542
"Somalia, Fed. Rep.",SOM,2014,951183773.858007
Serbia,SRB,2014,372924192.491221
Sub-Saharan Africa (excluding high income),SSA,2014,32454288096.1094
South Sudan,SSD,2014,1855234407.56276
Sub-Saharan Africa,SSF,2014,32454288096.1094
Small states,SST,2014,2535339992.15439
Sao Tome and Principe,STP,2014,24202800.2075385
Suriname,SUR,2014,10093688.8763681
Eswatini,SWZ,2014,72119440.1234388
Seychelles,SYC,2014,4717732.06628859
Syrian Arab Republic,SYR,2014,1769289618.12705
Chad,TCD,2014,300532645.978034
East Asia & Pacific (IDA & IBRD countries),TEA,2014,6741970014.41009
Europe & Central Asia (IDA & IBRD countries),TEC,2014,8555290043.21993
Togo,TGO,2014,115175859.91323
Thailand,THA,2014,291078883.187846
Tajikistan,TJK,2014,200265957.407071
Turkmenistan,TKM,2014,14559034.5207602
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,5770390026.48741
Timor-Leste,TLS,2014,206051091.07215
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2014,9006650009.37321
Tonga,TON,2014,61881074.4751245
South Asia (IDA & IBRD),TSA,2014,10692530032.8787
Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,27090960083.2053
Tunisia,TUN,2014,672794237.989933
Turkiye,TUR,2014,3392598283.8031
Tuvalu,TUV,2014,25764759.4645487
Tanzania,TZA,2014,1553617929.00786
Uganda,UGA,2014,1177126867.16765
Ukraine,UKR,2014,1315636547.24136
Upper middle income,UMC,2014,15313730142.3369
Uruguay,URY,2014,83099448.4834373
Uzbekistan,UZB,2014,105520235.66846
St. Vincent and the Grenadines,VCT,2014,4452491.97696103
"Venezuela, RB",VEN,2014,34201760.4942666
Viet Nam,VNM,2014,2466332876.69718
Vanuatu,VUT,2014,97557034.5427841
World,WLD,2014,111900079167.604
Samoa,WSM,2014,73068224.5220523
Kosovo,XKX,2014,521612807.729078
"Yemen, Rep.",YEM,2014,607188168.155961
South Africa,ZAF,2014,933069368.805736
Zambia,ZMB,2014,820792541.461997
Zimbabwe,ZWE,2014,594784951.981157
Africa Eastern and Southern,AFE,2015,16944239912.8545
Afghanistan,AFG,2015,3778311271.81649
Africa Western and Central,AFW,2015,8445529997.53133
Angola,AGO,2015,306462966.987863
Albania,ALB,2015,268899537.577294
Arab World,ARB,2015,11498470006.6745
Argentina,ARG,2015,-33399566.4580726
Armenia,ARM,2015,214719371.366548
Antigua and Barbuda,ATG,2015,1390755.99380885
Azerbaijan,AZE,2015,89198082.3734775
Burundi,BDI,2015,216553585.567541
Benin,BEN,2015,232448156.044848
Burkina Faso,BFA,2015,544553018.514561
Bangladesh,BGD,2015,1279995141.41167
Bosnia and Herzegovina,BIH,2015,292165251.620347
Belarus,BLR,2015,89498810.8817489
Belize,BLZ,2015,17519264.0554159
Bolivia,BOL,2015,256885236.974806
Brazil,BRA,2015,972285173.891578
Bhutan,BTN,2015,39008702.8425187
Botswana,BWA,2015,62595776.1950776
Central African Republic,CAF,2015,400608347.699977
Chile,CHL,2015,39060874.0681783
China,CHN,2015,39557120.4451846
Cote d'Ivoire,CIV,2015,201628819.977865
Cameroon,CMR,2015,449730015.503242
"Congo, Dem. Rep.",COD,2015,1605774408.14546
"Congo, Rep.",COG,2015,53377301.2774636
Colombia,COL,2015,1326656471.18725
Comoros,COM,2015,37251584.4823574
Cabo Verde,CPV,2015,125840973.163024
Costa Rica,CRI,2015,101304112.845566
Caribbean small states,CSS,2015,124410000.016913
Cuba,CUB,2015,181646780.323732
Djibouti,DJI,2015,97220322.0508527
Dominica,DMA,2015,4057884.11200047
Dominican Republic,DOM,2015,273585797.454813
Algeria,DZA,2015,81695306.0596715
East Asia & Pacific (excluding high income),EAP,2015,6629595445.33124
Early-demographic dividend,EAR,2015,27126489898.7748
East Asia & Pacific,EAS,2015,6629595445.33124
Europe & Central Asia (excluding high income),ECA,2015,6739274909.91033
Europe & Central Asia,ECS,2015,6739274909.91033
Ecuador,ECU,2015,315637891.819467
"Egypt, Arab Rep.",EGY,2015,255037872.370333
Eritrea,ERI,2015,25143836.002564
Ethiopia,ETH,2015,2009772390.71578
Fragile and conflict affected situations,FCS,2015,27558239951.2399
Fiji,FJI,2015,85945714.7167996
"Micronesia, Fed. Sts.",FSM,2015,75051686.7898404
Gabon,GAB,2015,91809983.1417203
Georgia,GEO,2015,351837599.650782
Ghana,GHA,2015,782577390.661463
Guinea,GIN,2015,261910013.351357
"Gambia, The",GMB,2015,32557019.7869092
Guinea-Bissau,GNB,2015,53977571.5470314
Equatorial Guinea,GNQ,2015,5009191.0760384
Grenada,GRD,2015,3781319.93254647
Guatemala,GTM,2015,240478236.795461
Guyana,GUY,2015,18259145.1593034
High income,HIC,2015,212056964.328661
Honduras,HND,2015,252199214.136257
Heavily indebted poor countries (HIPC),HPC,2015,23611089897.9623
Haiti,HTI,2015,728479204.509175
IBRD only,IBD,2015,22990660087.6655
IDA & IBRD total,IBT,2015,62502729927.1301
IDA total,IDA,2015,39512069839.4645
IDA blend,IDB,2015,6745609957.60001
Indonesia,IDN,2015,54788174.9528461
IDA only,IDX,2015,32766459881.8645
India,IND,2015,2374978579.03922
"Iran, Islamic Rep.",IRN,2015,92392486.0414117
Iraq,IRQ,2015,1314792888.08955
Jamaica,JAM,2015,47544575.2255618
Jordan,JOR,2015,1679997293.02153
Kazakhstan,KAZ,2015,22753502.139356
Kenya,KEN,2015,1620086077.44798
Kyrgyz Republic,KGZ,2015,206416411.59408
Cambodia,KHM,2015,513412183.04541
Kiribati,KIR,2015,42307495.2478054
Latin America & Caribbean (excluding high income),LAC,2015,6600083750.83949
Lao PDR,LAO,2015,359444453.946082
Lebanon,LBN,2015,863744683.509809
Liberia,LBR,2015,718828199.000098
Libya,LBY,2015,89423427.2670001
St. Lucia,LCA,2015,8336345.92103772
Latin America & Caribbean,LCN,2015,6600083750.83949
Least developed countries: UN classification,LDC,2015,28279369908.9289
Low income,LIC,2015,19324788722.4
Sri Lanka,LKA,2015,264807533.958811
Lower middle income,LMC,2015,28574682858.5229
Low & middle income,LMY,2015,105270381600.38
Lesotho,LSO,2015,43900968.9409285
Late-demographic dividend,LTE,2015,9542430046.90483
Morocco,MAR,2015,1034003403.71883
Moldova,MDA,2015,270205707.193469
Madagascar,MDG,2015,399422613.089933
Maldives,MDV,2015,17529553.0648436
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2015,16360797747.0769
Mexico,MEX,2015,267039860.368706
Marshall Islands,MHL,2015,55087377.952179
Middle income,MIC,2015,43666101028.9192
North Macedonia,MKD,2015,182403436.539389
Mali,MLI,2015,807448476.841674
Myanmar,MMR,2015,1000208186.53959
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2015,16360797747.0769
Montenegro,MNE,2015,81447065.5182377
Mongolia,MNG,2015,203600504.750852
Mozambique,MOZ,2015,1130909005.02171
Mauritania,MRT,2015,137908731.535077
Mauritius,MUS,2015,73300357.9415381
Malawi,MWI,2015,653955328.463577
Malaysia,MYS,2015,-14549326.3300159
North America,NAC,2015,0.0
Namibia,NAM,2015,126963225.003332
Niger,NER,2015,565695547.647804
Nigeria,NGA,2015,1224875343.16443
Nicaragua,NIC,2015,198491534.960689
Nepal,NPL,2015,714537248.255103
Nauru,NRU,2015,27955718.3086872
OECD members,OED,2015,3830080019.03258
Other small states,OSS,2015,1157989997.77436
Pakistan,PAK,2015,1811052244.19572
Panama,PAN,2015,-58979.8506989142
Peru,PER,2015,320996032.833122
Philippines,PHL,2015,544248111.130437
Palau,PLW,2015,8620108.96950961
Papua New Guinea,PNG,2015,477149632.617947
Pre-demographic dividend,PRE,2015,24898499967.4913
"Korea, Dem. People's Rep.",PRK,2015,40643954.8769267
Paraguay,PRY,2015,34176320.1195281
West Bank and Gaza,PSE,2015,1324897442.99371
Pacific island small states,PSS,2015,778560003.295541
Post-demographic dividend,PST,2015,1925950006.79977
Rwanda,RWA,2015,578233911.225339
South Asia,SAS,2015,4783794537.24064
Sudan,SDN,2015,586688561.947551
Senegal,SEN,2015,631198671.736085
Solomon Islands,SLB,2015,169543712.634594
Sierra Leone,SLE,2015,611028651.198373
El Salvador,SLV,2015,98720261.6976574
"Somalia, Fed. Rep.",SOM,2015,830271712.759975
Serbia,SRB,2015,318332783.497405
Sub-Saharan Africa (excluding high income),SSA,2015,29598377173.1038
South Sudan,SSD,2015,1514319144.2648
Sub-Saharan Africa,SSF,2015,29598377173.1038
Small states,SST,2015,2060960001.08682
Sao Tome and Principe,STP,2015,33387848.9898052
Suriname,SUR,2015,11470598.1500447
Eswatini,SWZ,2015,72497246.2649456
Seychelles,SYC,2015,3603182.88370036
Syrian Arab Republic,SYR,2015,2047459980.75977
Chad,TCD,2015,397307732.526679
East Asia & Pacific (IDA & IBRD countries),TEA,2015,6007940025.54751
Europe & Central Asia (IDA & IBRD countries),TEC,2015,6596450042.95185
Togo,TGO,2015,115302981.331974
Thailand,THA,2015,12172696.7450814
Tajikistan,TJK,2015,164711486.916582
Turkmenistan,TKM,2015,11172804.9409358
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,5554369965.23477
Timor-Leste,TLS,2015,160136828.396935
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2015,8673840019.37323
Tonga,TON,2015,49563836.7799111
South Asia (IDA & IBRD),TSA,2015,10280049963.6345
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,25390079910.3882
Tunisia,TUN,2015,513166622.576303
Turkiye,TUR,2015,2096051458.98834
Tuvalu,TUV,2015,35950916.5752679
Tanzania,TZA,2015,1567335445.30161
Uganda,UGA,2015,1064781537.80848
Ukraine,UKR,2015,1361870524.80131
Upper middle income,UMC,2015,13904652549.5154
Uruguay,URY,2015,11922045.9506059
Uzbekistan,UZB,2015,184402192.21916
St. Vincent and the Grenadines,VCT,2015,12079710.8784318
"Venezuela, RB",VEN,2015,25571796.6735829
Viet Nam,VNM,2015,1879188394.29877
Vanuatu,VUT,2015,160391759.687918
World,WLD,2015,108020062095.642
Samoa,WSM,2015,68148049.3323762
Kosovo,XKX,2015,391502557.407598
"Yemen, Rep.",YEM,2015,605012324.554846
South Africa,ZAF,2015,1215326088.7505
Zambia,ZMB,2015,641136954.273563
Zimbabwe,ZWE,2015,524891281.988239
Africa Eastern and Southern,AFE,2016,17098599990.9416
Afghanistan,AFG,2016,3551806122.87485
Africa Western and Central,AFW,2016,8393230001.02118
Angola,AGO,2016,108468289.669603
Albania,ALB,2016,188159167.234902
Arab World,ARB,2016,15201359974.3806
Argentina,ARG,2016,-17851734.7495071
Armenia,ARM,2016,254366304.912837
Antigua and Barbuda,ATG,2016,5074966.87167441
Azerbaijan,AZE,2016,100222132.990719
Burundi,BDI,2016,616773013.043975
Benin,BEN,2016,269703814.991924
Burkina Faso,BFA,2016,520370158.222504
Bangladesh,BGD,2016,1336729859.36631
Bosnia and Herzegovina,BIH,2016,355842846.011161
Belarus,BLR,2016,84213763.7380511
Belize,BLZ,2016,21519170.4188474
Bolivia,BOL,2016,278803808.467288
Brazil,BRA,2016,643309031.217592
Bhutan,BTN,2016,37056718.6251282
Botswana,BWA,2016,81114974.9942123
Central African Republic,CAF,2016,383029325.249139
Chile,CHL,2016,165078299.723217
China,CHN,2016,-101906762.69075
Cote d'Ivoire,CIV,2016,319310703.969794
Cameroon,CMR,2016,547506067.723036
"Congo, Dem. Rep.",COD,2016,1181728461.12016
"Congo, Rep.",COG,2016,46593423.102866
Colombia,COL,2016,1079325580.21881
Comoros,COM,2016,29290525.6750528
Cabo Verde,CPV,2016,111648028.217955
Costa Rica,CRI,2016,90177221.0993512
Caribbean small states,CSS,2016,177419998.686761
Cuba,CUB,2016,2290215051.09689
Djibouti,DJI,2016,82710887.2283715
Dominica,DMA,2016,10793912.9294828
Dominican Republic,DOM,2016,169644562.528469
Algeria,DZA,2016,148484849.093947
East Asia & Pacific (excluding high income),EAP,2016,6358837599.86944
Early-demographic dividend,EAR,2016,30694070039.5033
East Asia & Pacific,EAS,2016,6358837599.86944
Europe & Central Asia (excluding high income),ECA,2016,8208232435.77359
Europe & Central Asia,ECS,2016,8208232435.77359
Ecuador,ECU,2016,237980035.017943
"Egypt, Arab Rep.",EGY,2016,481647538.280115
Eritrea,ERI,2016,24017253.0388227
Ethiopia,ETH,2016,2382361282.42826
Fragile and conflict affected situations,FCS,2016,30414270001.0222
Fiji,FJI,2016,105706020.896323
"Micronesia, Fed. Sts.",FSM,2016,37324990.1318922
Gabon,GAB,2016,33609887.1987779
Georgia,GEO,2016,367206457.978115
Ghana,GHA,2016,683162902.678684
Guinea,GIN,2016,309280322.134495
"Gambia, The",GMB,2016,28311109.1912724
Guinea-Bissau,GNB,2016,154767136.215698
Equatorial Guinea,GNQ,2016,6715249.04388935
Grenada,GRD,2016,3084922.18403262
Guatemala,GTM,2016,250474744.574516
Guyana,GUY,2016,56374221.4757949
High income,HIC,2016,359866418.248275
Honduras,HND,2016,259263005.459507
Heavily indebted poor countries (HIPC),HPC,2016,23948970026.4316
Haiti,HTI,2016,776500562.582892
IBRD only,IBD,2016,25792519902.9241
IDA & IBRD total,IBT,2016,66503269917.3056
IDA total,IDA,2016,40710750014.3815
IDA blend,IDB,2016,7035429970.63883
Indonesia,IDN,2016,7092510.30674439
IDA only,IDX,2016,33675320043.7427
India,IND,2016,1963541680.74075
"Iran, Islamic Rep.",IRN,2016,88859295.12023
Iraq,IRQ,2016,2091176176.78829
Jamaica,JAM,2016,34583831.1470871
Jordan,JOR,2016,2078728940.95909
Kazakhstan,KAZ,2016,14359911.0861542
Kenya,KEN,2016,1535202782.45769
Kyrgyz Republic,KGZ,2016,177035622.172756
Cambodia,KHM,2016,539753703.994676
Kiribati,KIR,2016,37183972.7875777
Latin America & Caribbean (excluding high income),LAC,2016,8953797449.07579
Lao PDR,LAO,2016,274737402.450293
Lebanon,LBN,2016,1018033885.10872
Liberia,LBR,2016,578755717.599532
Libya,LBY,2016,124517427.041603
St. Lucia,LCA,2016,18317417.1280116
Latin America & Caribbean,LCN,2016,8953797449.07579
Least developed countries: UN classification,LDC,2016,28569640026.8599
Low income,LIC,2016,19999311423.3632
Sri Lanka,LKA,2016,111615289.599751
Lower middle income,LMC,2016,29813975407.8253
Low & middle income,LMY,2016,117119538634.3
Lesotho,LSO,2016,73995402.4087637
Late-demographic dividend,LTE,2016,9824450002.15433
Morocco,MAR,2016,1570257845.44181
Moldova,MDA,2016,207219301.971142
Madagascar,MDG,2016,338888150.419574
Maldives,MDV,2016,14772088.9400807
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2016,19937064864.5355
Mexico,MEX,2016,763271324.992645
Marshall Islands,MHL,2016,13125110.598281
Middle income,MIC,2016,48783618620.8725
North Macedonia,MKD,2016,151587818.888947
Mali,MLI,2016,914080523.787794
Myanmar,MMR,2016,1193936772.12903
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2016,19937064864.5355
Montenegro,MNE,2016,79098954.0442825
Mongolia,MNG,2016,302865403.628093
Mozambique,MOZ,2016,989287256.821786
Mauritania,MRT,2016,95049807.7257071
Mauritius,MUS,2016,38844811.8215893
Malawi,MWI,2016,783157983.245532
Malaysia,MYS,2016,-62845937.5915118
North America,NAC,2016,0.0
Namibia,NAM,2016,138357182.574458
Niger,NER,2016,602544720.426027
Nigeria,NGA,2016,1383229906.45468
Nicaragua,NIC,2016,234830309.034121
Nepal,NPL,2016,671096996.268956
Nauru,NRU,2016,17976914.9487839
OECD members,OED,2016,5606429897.01033
Other small states,OSS,2016,1202770001.25684
Pakistan,PAK,2016,1859303010.37477
Panama,PAN,2016,7063538.85104182
Peru,PER,2016,284961014.763685
Philippines,PHL,2016,311103671.401739
Palau,PLW,2016,13017822.5343115
Papua New Guinea,PNG,2016,439556690.101512
Pre-demographic dividend,PRE,2016,25444389896.7803
"Korea, Dem. People's Rep.",PRK,2016,32647445.067385
Paraguay,PRY,2016,69044777.969626
West Bank and Gaza,PSE,2016,1701349370.09588
Pacific island small states,PSS,2016,620659998.705611
Post-demographic dividend,PST,2016,4153169870.14934
Rwanda,RWA,2016,604415232.581087
South Asia,SAS,2016,4338302815.6129
Sudan,SDN,2016,591850259.530824
Senegal,SEN,2016,491885833.350359
Solomon Islands,SLB,2016,147482828.035951
Sierra Leone,SLE,2016,488186003.618204
El Salvador,SLV,2016,131872966.621806
"Somalia, Fed. Rep.",SOM,2016,919583425.018005
Serbia,SRB,2016,461992747.450015
Sub-Saharan Africa (excluding high income),SSA,2016,30130610558.934
South Sudan,SSD,2016,1489336443.62539
Sub-Saharan Africa,SSF,2016,30130610558.934
Small states,SST,2016,2000849998.64921
Sao Tome and Principe,STP,2016,24198142.8801082
Suriname,SUR,2016,12421040.7957435
Eswatini,SWZ,2016,89558566.4067184
Seychelles,SYC,2016,-2436690.23527764
Syrian Arab Republic,SYR,2016,2793562537.86385
Chad,TCD,2016,325692123.94068
East Asia & Pacific (IDA & IBRD countries),TEA,2016,5791060101.89653
Europe & Central Asia (IDA & IBRD countries),TEC,2016,8079389856.47634
Togo,TGO,2016,99488408.1555356
Thailand,THA,2016,187095474.17215
Tajikistan,TJK,2016,141107221.744023
Turkmenistan,TKM,2016,12704100.2743645
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,5642330001.4697
Timor-Leste,TLS,2016,181220449.043438
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2016,11953169960.7223
Tonga,TON,2016,54973590.4671252
South Asia (IDA & IBRD),TSA,2016,9545890005.24582
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,25491429991.4949
Tunisia,TUN,2016,615999856.639974
Turkiye,TUR,2016,3509741850.60896
Tuvalu,TUV,2016,13619702.2413835
Tanzania,TZA,2016,1550048171.02756
Uganda,UGA,2016,1127852235.95053
Ukraine,UKR,2016,1418302026.88323
Upper middle income,UMC,2016,17940437885.1073
Uruguay,URY,2016,7540122.9793788
Uzbekistan,UZB,2016,239576325.332862
St. Vincent and the Grenadines,VCT,2016,15266317.2785032
"Venezuela, RB",VEN,2016,33675164.6269113
Viet Nam,VNM,2016,1897747468.68946
Vanuatu,VUT,2016,115103525.951505
World,WLD,2016,120527593637.466
Samoa,WSM,2016,65100308.1463277
Kosovo,XKX,2016,318666722.543537
"Yemen, Rep.",YEM,2016,859180376.755074
South Africa,ZAF,2016,1073951603.92197
Zambia,ZMB,2016,770338951.988816
Zimbabwe,ZWE,2016,538454402.36479
Africa Eastern and Southern,AFE,2017,18635920000.9331
Afghanistan,AFG,2017,3246755400.70981
Africa Western and Central,AFW,2017,9274710076.63012
Angola,AGO,2017,106517531.16399
Albania,ALB,2017,196631339.279702
Arab World,ARB,2017,16483440024.3573
Argentina,ARG,2017,-30957765.424624
Armenia,ARM,2017,246472834.24309
Antigua and Barbuda,ATG,2017,5427508.16227635
Azerbaijan,AZE,2017,92609117.7657362
Burundi,BDI,2017,255094817.722624
Benin,BEN,2017,404070188.778511
Burkina Faso,BFA,2017,584851539.411582
Bangladesh,BGD,2017,2366291705.47589
Bosnia and Herzegovina,BIH,2017,382789477.354963
Belarus,BLR,2017,108550716.861209
Belize,BLZ,2017,18611305.9455528
Bolivia,BOL,2017,413146509.079379
Brazil,BRA,2017,237359395.998297
Bhutan,BTN,2017,48100634.6556823
Botswana,BWA,2017,86454562.3119338
Central African Republic,CAF,2017,342676748.048922
Chile,CHL,2017,52911216.5411934
China,CHN,2017,-356417044.9058
Cote d'Ivoire,CIV,2017,389829873.847018
Cameroon,CMR,2017,631944710.567594
"Congo, Dem. Rep.",COD,2017,1363822800.04787
"Congo, Rep.",COG,2017,50302677.5163598
Colombia,COL,2017,810742375.972215
Comoros,COM,2017,33742084.7638859
Cabo Verde,CPV,2017,123921563.080512
Costa Rica,CRI,2017,75871331.8676455
Caribbean small states,CSS,2017,144620000.2525
Cuba,CUB,2017,323296719.192993
Djibouti,DJI,2017,88081643.2647407
Dominica,DMA,2017,9960583.19788426
Dominican Republic,DOM,2017,119330074.151978
Algeria,DZA,2017,175002260.52478
East Asia & Pacific (excluding high income),EAP,2017,6614939563.46939
Early-demographic dividend,EAR,2017,32405660080.6248
East Asia & Pacific,EAS,2017,6614939563.46939
Europe & Central Asia (excluding high income),ECA,2017,7824703869.25384
Europe & Central Asia,ECS,2017,7824703869.25384
Ecuador,ECU,2017,203556953.460269
"Egypt, Arab Rep.",EGY,2017,150703390.995972
Eritrea,ERI,2017,22806505.9568035
Ethiopia,ETH,2017,2419508795.28933
Fragile and conflict affected situations,FCS,2017,32768040122.807
Fiji,FJI,2017,128937624.121027
"Micronesia, Fed. Sts.",FSM,2017,91601386.2113468
Gabon,GAB,2017,103644564.078073
Georgia,GEO,2017,444138499.325141
Ghana,GHA,2017,625335049.986606
Guinea,GIN,2017,254550627.495162
"Gambia, The",GMB,2017,94876724.1453752
Guinea-Bissau,GNB,2017,52542714.7848531
Equatorial Guinea,GNQ,2017,6399004.09238181
Grenada,GRD,2017,2925061.10295653
Guatemala,GTM,2017,326887958.820152
Guyana,GUY,2017,25182343.9187719
High income,HIC,2017,257946810.00663
Honduras,HND,2017,290580613.955623
Heavily indebted poor countries (HIPC),HPC,2017,24973430056.3354
Haiti,HTI,2017,714453088.100941
IBRD only,IBD,2017,25587149962.8238
IDA & IBRD total,IBT,2017,70219320065.1556
IDA total,IDA,2017,44632170102.3318
IDA blend,IDB,2017,7592440014.61566
Indonesia,IDN,2017,143516969.725955
IDA only,IDX,2017,37039730087.7161
India,IND,2017,3032268824.75306
"Iran, Islamic Rep.",IRN,2017,124857780.174585
Iraq,IRQ,2017,2467350511.53228
Jamaica,JAM,2017,48173693.5316003
Jordan,JOR,2017,2090586458.49652
Kazakhstan,KAZ,2017,19718367.763795
Kenya,KEN,2017,1661971408.79929
Kyrgyz Republic,KGZ,2017,190580853.911117
Cambodia,KHM,2017,647288483.201991
Kiribati,KIR,2017,43302174.3297577
Latin America & Caribbean (excluding high income),LAC,2017,5887896064.99975
Lao PDR,LAO,2017,320259745.862335
Lebanon,LBN,2017,1025189597.48582
Liberia,LBR,2017,451572520.735092
Libya,LBY,2017,402559768.846259
St. Lucia,LCA,2017,13165684.54355
Latin America & Caribbean,LCN,2017,5887896064.99975
Least developed countries: UN classification,LDC,2017,31655410103.8911
Low income,LIC,2017,21770103567.5437
Sri Lanka,LKA,2017,143929772.444069
Lower middle income,LMC,2017,32052949697.3325
Low & middle income,LMY,2017,118792253651.142
Lesotho,LSO,2017,89139170.816401
Late-demographic dividend,LTE,2017,9092840005.55054
Morocco,MAR,2017,1534036430.40615
Moldova,MDA,2017,217407029.873459
Madagascar,MDG,2017,324117933.679372
Maldives,MDV,2017,9567073.16177198
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2017,19976869529.6069
Mexico,MEX,2017,706525670.433882
Marshall Islands,MHL,2017,72053319.8881895
Middle income,MIC,2017,48467147934.1984
North Macedonia,MKD,2017,133658459.605649
Mali,MLI,2017,928880834.012758
Myanmar,MMR,2017,1139265827.32191
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2017,19976869529.6069
Montenegro,MNE,2017,104876507.497626
Mongolia,MNG,2017,604453715.997748
Mozambique,MOZ,2017,1288387782.71095
Mauritania,MRT,2017,93754304.6958162
Mauritius,MUS,2017,3904171.08125985
Malawi,MWI,2017,895061425.071151
Malaysia,MYS,2017,-46175807.2808152
North America,NAC,2017,0.0
Namibia,NAM,2017,126294617.315754
Niger,NER,2017,668709073.659732
Nigeria,NGA,2017,2018239784.72501
Nicaragua,NIC,2017,205302064.051968
Nepal,NPL,2017,726277113.313786
Nauru,NRU,2017,23819543.373771
OECD members,OED,2017,4720379955.16323
Other small states,OSS,2017,1315769998.85775
Pakistan,PAK,2017,1408006356.20789
Panama,PAN,2017,10821896.4710249
Peru,PER,2017,-38927854.9449518
Philippines,PHL,2017,191554548.494518
Palau,PLW,2017,17897931.4444587
Papua New Guinea,PNG,2017,453399122.869596
Pre-demographic dividend,PRE,2017,27988170004.8875
"Korea, Dem. People's Rep.",PRK,2017,25679220.7211256
Paraguay,PRY,2017,96279848.1730278
West Bank and Gaza,PSE,2017,1353261581.26816
Pacific island small states,PSS,2017,805399997.999891
Post-demographic dividend,PST,2017,1928839990.50409
Rwanda,RWA,2017,655748771.168757
South Asia,SAS,2017,6374265151.82853
Sudan,SDN,2017,483295215.010177
Senegal,SEN,2017,591967935.672729
Solomon Islands,SLB,2017,165918558.994774
Sierra Leone,SLE,2017,334226789.703127
El Salvador,SLV,2017,154885867.278092
